,Beer Names,Rating,Locations,Reviews,Users
18,Block House Cinnamon Apple,1.4,"Pittsburgh                      , Pennsylvania","Got this scary can from JRs. Was not looking forward to this tick. After all, it says it has some artificial flavors in it. Pours clear pale from a pounder can.  Smell is somewhat artificial apple, like hardtack candy. Taste is as expected, somewhat rude ass artificial apple candy with a vanilla backbone. Cannot get this. It also has a warming sensation as it goes down the gullet. Can't say I'm disjointed because I didn't expect much. I had high hopes for the Blockhouse brand but I'm afraid they are just turning into another alky laced soda pop brand. This stuff is more on the line of those kindah malt beverages, has little to do with beer, thanks. I'm going to mix the rest of this with a can of IC light to try to straighten it out a bit and make it more acceptable. Whew.",cheap
19,Sapporo Premium Lager,1.9,"Tokyo                      , Japan","# 1814; 2/2020. Rice and grains in aroma. Gold, clear body. Light body, worty, grainy, herbal, very sweet. Bad lager. 0,3 l bottle from asian food shop, Prague. Somewhere in EU produced beer.",kolemkoukolem
20,Lone Star,1.4,"Los Angeles, California","Clear golden with a thin head.
Strawy smell with a strong corn note. Not much going on at the attack, later a malty taste with a little acidity and bitterness develops. But in general this beer is weak bodied and bland. Low carbonation.",ophone
21,Perlenbacher Premium Pils /  Bier,1.3,"Neckarsulm, Baden-Württemberg","Pale yellow color, fast dissapearing foamy white head. 
Sweet aroma, reminds me of corn, though it does not contain any. Taste is lightly malty, lightly bitter, light bodied with medium carbonation. Not bad for its price for hot summer days, but nothing really special going on here. 
",Maltmonster
22,Uprising / Darling / Sunset Marula Matata Tri-Continental NEIPA,1.8,"Windsor, Berkshire","Bottle from Waitrose.  BB Sept 2020; Drank Jan 2020 - Hazy gold with slight head.  Tropical fruity, marula (presumably) and mango.  A really odd taste.  Rather sour.  A peculiar fruity taste which totally dominates.  It is a bitter sour harsh beverage.  Unpleasant.  Didn't like it.  Couldn't finish it.  A Strange Brew indeed.  (2020-01)",john44
23,Molson Carling Black Label ,1.4,"Montréal, Quebec","Pours clear pale golden with a one finger, white head.  Aroma is stale hops and thin corn syrup.  Taste is corn syrup, moving to cardboard.  Finish is corn syrup.",GregMooreNH
24,LandShark Lager,0.6,"St. Louis, Missouri","Aroma : Not much; some straw hoppiness and merest hint of lemon citrus. Taste : Again not much, an indistinct lightly bittering hop, but nothing else. Thin & watery; extremely boring!",FACambridge
25,Perlenbacher Hefeweissbier,1.8,"Neckarsulm, Baden-Württemberg","Hazy light golden color, medium white head. 
Light GHW aroma, fruity, estery. 
Taste is light, mellow, sweet. Light carb and body. Very faint bitterness. Cheap GHW, good for hot sommer days to cool you down, but nothing really good.",Maltmonster
26,"Duff Beer (Germany/EU can, 4.9%)",1.9,"Alling, Bavaria","Clear golden with a one centimetre thick head.
Hempy smell of hops. Excellent smell but rather bland and watery taste.",ophone
27,Oettinger Alkoholfrei,1.9,"Oettingen, Bavaria",Can. Clear golden color with a thick foamy white head. Sugary aroma of rye. Sugary taste of malt water. Sweet finish. Medium thin body.,kingstoni
28,Vox Populi Kettle Sour,0.7,"Montréal, Quebec","Colo amarillo pálido con una ligera neblina. Espuma desmesurada. Aroma a gaseosa y limón. Gusto a cerveza Pale Lager industrial de las baratas mezclada con gaseosa La Casera, notas de polvo y metálicas. Cuerpo acuoso. Esta cerveza es una auténtica estafa, sobrecarbonatada y desagradable, antes de pedirla piensa que una ""clara"" de Steinburg con gaseosa le va a dar 40 vueltas.",Suco
29,Halton Turner Mango Milkshake,1.5,"Birmingham, Hall Green, West Midlands",Delt med Rune. Varm gusjegrågul. Tropisk juice. Gjørmete. 0 skum. Lett mangoaroma. Manken metallisk. Hint av mango. Ikke god.,Finn
30,Brass Castle Very Bad Kitty,1.8,"Malton, North Yorkshire","Can: Gushed as soon as the top was popped, deep black with huge brown head. Aroma was vinegar fruit some roast, very pungent offness. Taste was undrinkable sourness, some molasses. Drain pour, which is unfortunate.",SHIG
31,Michelob Ultra,0.5,"St. Louis, Missouri",Absolute goat piss. This is all that I have to say. Please don't waste your money on this crap!,tntracey
32,Pelican Sea’N Red ,1.9,"Pacific City, Oregon",Tasted flat and totally lacking in any resemblance of an Irish Red Ale. Too bad.,bpreo
33,Red Hare Rewired,1.8,"Marietta, Georgia","Light flowery IPA smell...taste is bitter ..too much for me...one dimentional with flowery hops....oily hops residue on palate...had at polliwog's during Superbowl 2020, go 49ers, 3-0",geologyguy
34,Stephans Bräu Hefe-Weizen Naturtrüb Alkoholfrei,1.9," Neckarsulm, Baden-Württemberg","Enjoyed: Poured from a can both into weizen glass. 
Appearance: Clear golden colour; rich and creamy head.
Aroma: Wheat, grains, malt, dusty.
Palate: Watery, medium body, gentle carbonation.
Taste: Wheat, grains, metal.
Overall impression: Light and drinkable; it is pity that aroma and taste aren’t stronger. Also, more carbonation would be nice.",klukas
35,Cisk Lager,1.2,"Mriehel, Malta","Taster from Dantomlinson
Frothy off white head on a pale golden still body
Floral aroma.
Medium bodied, sticky & cloying.
Pale malt, sugar & water.
Euro Lager - Crap!",simontomlinson
36,Fizzy Moon Four Seasons,1.8,"Leamington Spa, Warwickshire",Gylden. Gylden. Skumring. Søt karamellaroma. Smaken mest karamell. Kanskje litt tropisk frukt innimellom. Tungdrikkelig & ikke god.,Finn
37,Fizzy Moon Ed The Hopster,1.9,"Leamington Spa, Warwickshire",Delt med Rune. Gusjegrågrønn. Skumring. Pærearoma. Smaken plommer. Tynn. Lett tørr avslutning.,Finn
38,BeerTorrent Kolsch,1.6,"Leamington Spa, Warwickshire","Delt med Rune. Gyldenbrun. Skumring. Rabarbraaroma (i en Kölch?). Syrlig. Smaken syrlig frukt. Bæraktig, tørr avslutning. Ikke vellykket.",Finn
39,Blackhorse Vanilla Cream Ale,1.9,"Clarksville, Tennessee","Lackluster can. This pours a greyish-yellow at first and then it clears up into a very pale yellow - weird. Smells like cream soda - vanillins are strong.  The beer itself is rather two-note - vanilla up front fading into a tinny graham cracker thing. No carbo retention whatsoever. #trainwreck. Food World, Maryville.",Aurelius
40,Schlossbrauerei Herrngiersdorf Hallertauer Hopfen-Cuvée,1.8,"Herrngiersdorf, Bavaria",Beer Advent calendar day 16. Light yellow with white head. Light hop aroma and flavor. I get a metallic taste and a bit stale.,AnokaBrewer
41,Summer Wine Sabertooth IPA,1.7,"Holmfirth, West Yorkshire","0,3 litre Bottle from Old Cellar Collection. Golden with white head. Malts, hops, yeast, bitterness.",ChrisOfstad
42,Lag's Scura,0.7,"Trento, Italy","Draught at the brewpub in 2018. Butter, butter, butter. No hops nor (dark!) malt, just diacetyl and carbonation. A perfect example of said flaw, as it nothing else has been left here. A complete and utter disaster.",ElDesmadre
43,Monkey 9 Winter Ale,1.3,"Richmond, British Columbia","Looks like brown water, spices are vague at best on the nose and reminiscent of an old man's watery soap. Flavour is watery molasses and diluted brown sugar - where are the spices? Ichh, a watery mess at best. At least you can't detect the alcohol.",DeanF
44,Sarajevska Pivara Oettinger premium lager,1.4,"Sarajevo, Bosnia and Herzegovina",kupio u livnu i probao ...nazalost previse se osjeti kukuruz i mjesani okus svega ...lose pivo ...ne bih ga pio ponovno,funcut
45,Victory Cloud Walker IPA,1.1,"Downingtown, Pennsylvania","Can from JRs. Pour is hazy pale fer sher. Rubbery nose. Same with taste, its kinda rubbery and floral at the same time. Yes, typical IPA, simply bitter bullshit. Rubbery finish too. What else can be said, its just another ubiquitous one of a million american IPA, there you have it.",cheap
46,Bangla,1.7,"Pulborough, West Sussex","0,7 litre Bottle from Old Cellar Collection. Golden with white head. Malts, hops, sweetness. Oxidation.",ChrisOfstad
47,Karmeliten Kloster Urtyp Helles Vollbier,1.4,"Straubing, Bavaria","# 1122; 7/2018. Příšernej helles s výraznou žumpovou příchutí. Jinak sladovo-obilný, kořenitý. Velmi špatný pivo.",kolemkoukolem
48,Brooklyn Special Effects,1.2,"Brooklyn, New York",Feb 2020. Bottle at Frankie and Bennie's. Tastes like an old school alcohol free lager. Reminds me of Kaliber. Ho hum. Drinkable. I like the bottle label.,SilkTork
49,Ross On Wye Polytheism ,1.5,"Ross On Wye, Herefordshire",Bag-in-Box. Spandert. Delt med Rune. Ser ut som hvitvin. Aroma av grønne epler. Smaken diffus. Eplekjærner. Tørr avslutning.,Finn
50,Cloudwater / After The Harvest / Oliver's La Deuxième Saison Des Poires,1.9,"Manchester, Greater Manchester",Delt med Rune. Gusjegråbrun. Pærearoma. Smaken tynn. Mere pære. Mere cider/perry enn øl.,Finn
51,Ninkasi Galaxi Trip IPA,1.8,"Eugene, Oregon","We get it, Ninkasi, you can make an IPA. Just because you can, though, doesn’t mean you should.",bpreo
52,Seattle Cider Berry Rosé,0.8,"Seattle, Washington","Nice cider flavor, but the aftertaste threw me off. I would not drink again.",bpreo
53,Michelob Ultra,1.4,"St. Louis, Missouri","Can, from can. Plum, sulfur, apricot, lingering unpleasant finish. Not much body and far from smooth. Exceptionally bad.",explosivedog
54,Henry Weinhard's Private Reserve,0.5,"Milwaukee                       , Wisconsin","12 oz can poured into a pint glass. Not sure why I bought a 12 pack of this ghetto beer. Was not expecting much and as is easy to believe, not getting much either! Nothing more to say other than sometimes a lightweight crap beer hits the spot.",tntracey
55,Parallel 49 Cherry Bomb,1.9,"Vancouver, British Columbia","Clearish brown body and modest foam, heavy maraschino cherry on the nose. Flavour is thin maraschino cherry and maybe some malt but it's all really thin. Go big or go home if you're making a cherry bomb.",DeanF
56,Odd Side Ales Shadynasty's,1.2,"Grand Haven, Michigan","Silver can with a black label. Pour is very murky hazy IPA. It smells like IPA too, heavy perfumy and piney olfactory. Taste is big bitter obnoxiousness. Nasty, rude ass, totally in yer face. Go figger. Just like any other million IPAs out there except maybe its really hazy. Could not appreciate. Nothing odd about this. It looks OS finally caved to commercialism. This style is so ubiquitous and they all mostly taste the same. I gotta quit buying this happy bullshit style. Its noteven good enough for a tik.",cheap
57,Th. König Brauwerke Zwickl,1.9,"Duisburg, North Rhine-Westphalia","Sigh, the usual. Earthy on the nose carrying over to the taste. Slightly metallic. Not very malty, not very hoppy, no lingering aftertaste. Watery and forgettable. Looks ok, nice bottle too.",dahilein
58,Benediktiner Weissbier Alkoholfrei,1.9,"Ettal, Bavaria","Foggy gold, good white head. Aroma and taste: bread, malt, wort, dust. Light body. Very little weizen here. Not much of beer either.",vinivini
59,Moravia Pils,1.8,"Hamburg, Hamburg","Vom Fass in den Capri Stuben HH! Klar und gelb, heller Schaum. Herber Getreideduft und Geschmack. Kneipenglück eben... Punkt!",DrNosha
60,Brasseurs du Temps Maryse à la Rhub’erge,1.7,"Gatineau, Quebec","Plastic glass, 5 ounces, in barrel, during the Festibière, savoured on February 1, 2019; eye: caramel with an orange hue, cloudy, no effervescence, ring of tan head, light lacing; nose: malt, light fruity, spent grains, plastic glass; mouth: malt, light fruity, spent grains, plastic glass, finale in spent grains, below-average carbonation, slightly sweet, slick texture; overall: once is enough
 



FRANÇAIS


Verre en plastique, 5 onces, en fût, durant le Festibière, savourée le 1 février  2019; œil : caramel avec une teinte orangée, trouble, pas d'effervescence, anneau de mousse fauve, légère dentelle; nez : malt, léger fruité, drèche, verre de plastique; bouche : malt, léger fruité, drèche, verre de plastique, finale en drèche, carbonatation sous la moyenne, légèrement sucrée, texture coulante; en résumé : une fois, c'est assez",GRM
61,Paulaner Bräuhaus (Brewpub Munich) Archibald,1.9,"Munich, Bavaria","Dunkler, muffig hefiger Beginn. Erhöhte Karbonisierung, muffig, unpassend. Schlecht. 9/6/7/6//6",Koelschtrinker
62,Landwehr-Bräu Radler,1.7,"Steinsfeld-Reichelshofen, Bavaria","Geile Süßstoff Bombe mit ner Spur komischen citrus Geschmack, dann etwas malzig Bier, keineswegs empfehlenswert",MBlessing
63,Breughel Bière de Noël,1.1,"Saint-Germain-de-Kamouraska, Quebec","Brown bottle, 500 ml, from and with Sébastien Bertrand, Hit and miss chez Sébastien Bertrand, savoured on January 26, 2019; eye: mahogany, semi-opaque, ring of brown head, no lacing; nose: stable, cheese, spent grains; mouth: stable, cheese, spent grains, unpleasant acridness, caramel, rubber, acrid finale with presence of grain, medium body, good carbonation, mildly sweet, grated texture; overall: not good
 

FRANÇAIS

Bouteille brune, 500 ml, de et avec Sébastien Bertrand, Hit and miss chez Sébastien Bertrand, savourée le 26 janvier 2019; œil : acajou, semi-opaque, anneau de mousse brune, pas de dentelle; nez : étable, fromage, drèche; bouche : étable, fromage, drèche, âcreté déplaisante, caramel, caoutchouc, finale en âcreté avec présence de grain, corps moyen, bonne carbonatation, moyennement sucrée, texture râpeuse; en résumé : pas bon",GRM
64,Greene King St. Edmund's Golden Beer (Bottle) ,1.7,"Bury St. Edmunds, Suffolk","500ml bottle from Sainsbury’s, Watford and drunk on 06/10/2007.  Fairly bland beer, overly force carbonated and lacking any depth of flavour.",Beese
65,Die Weisse Alkoholfrei,1.6,"Salzburg, Austria","Piwo koloru pomarańczowego, mętne z ładną pianą. W zapachu brzeczkowe, przypominające wymiociny. W smaku kwaśne z posmakiem brzeczkowym. Goryczka średnia.",Fafnoscie
66,Knee Deep Oopsie Dhazy,1.6,"Auburn, California","Orange can from chalet.  Not really a hazy IPA but rather clear. First taste is big bitter IPA, whew. Has a muted perfumy IPA nose. Lots of citrus on the tongue. Maybe I can find some hints of guava and passion fruit, but not much. Yes, lots of IPA bitterness, but good co2 for an IPA. Terribly on style, rude crude and nasty. Hey, IPA, I'm calling your name. I need to impeach this style, get it off ratebeer, heheheheh. Call in the witnesses; IPA is ubiquitous,the new cheap macro brew.",cheap
67,Category 12 Quantum,1.8,"Saanichton, British Columbia","On tap. Pours a very dark brown with little head. Aromas of insecticide, cola, and roasted malts. Flavors follow same with a dose of alcohol. For no head quite fizzy. Nope.",Gerbeer
68,Northern Monk Patrons Project 25.01 Everyday Abstract ,1.2,"Leeds, West Yorkshire","Can from Hops and Crafts Exeter. Pours slightly murky orange with a white head. Aroma of white grape ,onion ,wild garlic ,rubber plus some orange. Taste of of more grape,slightly burnt rubber,melon Plus a little orange squash . lightish bodied with a smooth lightly carbonated mouthfeel. The finish is slightly dry and bittersweet with more weak orange squash,grape,burnt rubber & sweaty groin. Can’t believe the charge nearly £8 for this ! AVOID unless you like pouring beer down your sink as this is a definite sink pour!",6bottlepack
69,Budweiser,1.8,"St. Louis, Missouri","Słabe, wodniste, bez nadzwyczajnego aromatu i smaku. Takie jakieś kukurydziane, chmiel praktycznie nie wyczuwalny. Bardzo jasne, mocno przefiltrowane. Piana ładna.",TrappistPupil38
70,City Cider Apple + Cola,1.3,"Bernkastel-Kues, Rhineland-Palatinate","25cl can. A clear cola brown colour. Aroma of sweet cola, some apples. Taste of sweet cola, sweet apple juice, meh...
",Beerhunter111
71,Wieninger Enzian Fassl N°48,1.7,"Teisendorf, Bavaria","Mild kräutrig herber, dumpf getreidiger Beginn. Laff, wässriger Hintergrund, bäh. 8/5/6/5/9/5",Koelschtrinker
72,Essex Street Chocolate And Orange Stout,1.7,"Aldwych, Greater London","Cask, Temple Brew House. Dark brown, white foam. A real car crash of a beer here, tasted like the basic dry stout had been watered down with orange juice and then someone poured a load of sugar on top. Still slightly in shock that I managed to finish a pint, I probably should have dumped it.",JorgeLee
73,Nirvana Ananda Buchabeer,0.7,"Hackney, Greater London","330 ml bottle, Cardinal Pub & Bar, Stavanger. ABV is 0.5%. Cloudy greyish / dirt brown colour, small white head. Horrible aroma of sweat and a stinking blend of mud and manure. Sweet and slightly sour flavour, nearly undrinkable for me. Drainpour.",Sigmund
74,Minhas Thumper American IPA,1.9,"Monroe, Wisconsin","Drank from a 12 ounce can from Trader Joe’s as ‘Boatswain - American IPA’. 

Appearance: light honey color, 3/4” head, some lacing. 

Smell: subtle clove. 

Taste: clove. 

Mouth Feel: lightly carbonated & thin. 

I did not enjoy. Not IPA-ish. I would not purchase again.",maltyhead
75,Boulevard Nutcracker Ale,1.9,"Kansas City, Missouri","Worst beer I’ve had in a while, and the worst from Boulevard Brewing I’ve ever had! Don’t even bother with this one!",MeadTeam26
76,Stephans Bräu Premium Lager,1.8," Neckarsulm, Baden-Württemberg","Enjoyed: Poured from a can into tulip glass. 
Appearance: Clear/bright golden colour, medium head which soon fades away.
Aroma: Hay, malt, corn, metal.
Palate: Light body, gentle carbonation.	
Taste: Hay, malt, corn, gently bitter.	
Overall impression: Usual industrial beer; drinkable while cold.
Note: My can had 5,2% alc and is probably brewed by Privatbrauerei Eichbaum Mannheim.",klukas
77,Hasseröder Natur Radler,1.9,"Wernigerode, Saxony-Anhalt","0,33l Flasche. Trübes Bier. Zitronenlimo Geruch. Wässerig süsser zuckeriger Geschmack. Kaum Bier, vielleicht auch besser so.",DrNosha
78,Simpler Times Lager,1.0,"Monrovia, California","Drainpour - The taste is of corn malt syrup, rank sugar and a horrible hop blend. They tried too hard to make a beer that is the opposite of a light beer that they went over the deep end and made an undrinkable beer. Syrupy mouthfeel - disgusting aftertaste. This is truly horrible - worst than even the cheapest light beer. Drainpour. Drainpour. Did I mention drainpour?",Stellaaaa
79,Habichtsteiner Pilsener,1.8,"Lohnbrauhausen, Baden-Württemberg","0,5 l Flasche. Goldenes Bier, flacher Schaum. Riecht nach Erbsensuppe, schmeckt laff und langweilig, immerhin besser als der Geruch.",ischas
80,Figueroa Mountain Point Conception,1.6,"Buellton, California","Can from chalet.  Pour is clear and pale. Big white head. Smell is sharp floral IPA and so is the taste. Its terribly on style and it provides a kick. What else can be asked from one of a million ubiquitous, really effin straight up ass, on style  IPA? Go figger. Same as it ever was. Gimmie a smooth clean pale lager for a chaser please. I must say hover, its got some pretty decent co2 to set of the bitter terribleness.",cheap
81,Anchor Steam Beer,1.6,"San Francisco, California","Amber with a three centimetre thick head.
Smell of malt with wooden and caramel notes. In taste a disagreeable bitterness covering all the other flavours. Low carbonation.",ophone
82,Mongozo Banana,0.5,"Melle, Belgium","Aroma : Massively overripe super sweet bananas.   Taste : as nose + synthetic chemicals, sweetness completely overpowering, not beer as I know it - revolting - poured 50% away
",FACambridge
83,James Ready Ice 6.0,1.7,"St. John     , New Brunswick","Pours dark yellow with no head to speak of at all. Taste and aroma of sweet corn, malt liquor like. Too sweet just to gain .5 percent of alcohol from the regular doesn't' seem like a good trade off, not that regular is great.",Raistlin
84,Miller Genuine Draft Light 64 (MGD Light 64),1.3,"Milwaukee                       , Wisconsin","Smells bitter, not much carbonation or flavor. Shitty head, nearly no alcohol",BubbleAromas23
85,Weird Beard Two Minutes to Flame Out,1.9,"Ealing, Greater London","Draught at BGM 2019. Light hops, lots of green apple notes and astringency. Bad.",ElDesmadre
86,Dubuisson Rasta Trolls,1.6,"Pipaix, Belgium","Fajnie wygląda - mętne, bladozłote, piana dość drobna i ładnie oblepia. Aromat mokrej piwnicy, utleniony, zwietrzałe zioła, lukrowy. Smak owocowy, guma balonowa, cukierki żelki. Dziwnie słodkie i jak napoj gazowany.",Poncjusz
87,Stone Ruination Double IPA 2.0,0.9,"Escondido, California","The one I'm drinking has been brewed in Germany.

Orange hazy with a frothy head.
Smell of passion fruit, peach and grapefruit with a grainy, milky note, but also this funky rotten fruit note present in some beers of the bigger IPA family. In taste this funky fruit note is even stronger.
Not my kind of beer.",ophone
88,Team Toxic Yuri's Revenge,1.9,"Birkenhead, Merseyside",Delt med Rune. Skittengul. Litt uklar. Skumring. Aroma av lime & tørre bær. Smaken det samme. Frisk - men fortsatt ikke min smak. Tett avslutning.,Finn
89,Boddingtons Draught Bitter,1.2,"Preston, Lancashire","Can. Nose is musty, metalic, sweet , bread, hint of spice. Taste is very thin, metalic, touch of dough, caramel, hint of herbal hop. 

Really awful, I've remembered why I have not drunk in years, atrocious.",Hanoi
90,RAR We All Float,1.8,"Cambridge, Maryland","On tap taste at Gilly’s in Rockville, MD. 

Opaque, near black with a tan head and very good lacing.  

Aroma of Robitussin cough syrup, root beer, black cherry and licorice. 

Taste of licorice, root beer, cough syrup, black cherry and a little baking chocolate. 

Medium/light body and low/medium carbonation. 

A scoop of ice cream might help this beer, but it doesn’t have enough carbonation to make a good float and I’m not sure that would be enough to get the medicine taste out of my mouth. I’m glad I only got a taste of this one.",MadRobin
91,New Ohio IPA,1.2,"Akron, Ohio","Hazy NEIPA. Taste and mouthfeel of an orange/grapefruit drink. More like a shandy I guess. Overall, I wish I had not consumed it.",101poodles
92,Evil Twin I Talk More To The Coffee Cart Guy Than My Mom,1.4,"Queens, New York",Can. Unclear yellow/orange with a small white head. The taste is all buttery diacetyl. Money down the drain.,SlackerMads
93,3 Daughters A Wake Coffee Blonde,1.8,"Saint Petersburg, Florida","Distinct nose of coffee, very sublte citrus hint. Given strong nose there is only a thin note of coffee in taste & not much else going on rather thin & disapointing (Florida tour Nov 2018)
",FACambridge
94,Harveys Sussex Best Low Alcohol,1.7,"Lewes, East Sussex","330ml bottle @ DryJan beer tasting, Chez Sophie, Jan '20. Clear pale gold appearance, foamy white head. Cobwebs on the nose, continuing to taste, has a bit of a cardboardy 10-year-old-bitter feel about it.. light, watery.. not the best of the evening.",minutemat
95,Manor Hill Porter,1.9,"Ellicott City, Maryland","Poured from 12 oz. can.  

Opaque, black-brown with a 4-finger tan head and fair lacing.  

Aroma of nuts, soured vegetables, roasted malt, light chocolate and a little coffee. 

Taste of chocolate, roasted malt, soured vegetables and coffee. 

Medium body and medium carbonation. 

Perhaps something turned bad in this beer after it was canned. If the beer was this bad before it was canned, surely the brewer would have poured it down the drain. Alas, that chore is now left to me. 

I tried to give it a chance on the hope I had just hit a bad can.  But apparently, all the cans in the 6-pack had gone bad.  This last can is even more dreadful than the first. Manor Hill is a fine local brewery, but apparently something infected this batch.",MadRobin
96,Bend / Buoy Windward Export Pilsner,1.9,"Bend, Oregon","Can (Dec 10, 2019 canning).

Head is initially average sized, frothy, white, mostly diminishing.
Body is medium yellow.

Aroma is lightly to moderately malty (toasted grain), lightly hoppy (herbs), with notes of plastic, Silly Putty, sawdust, and fabric softener sheets.

Flavor is moderately sweet, lightly bitter.
Finish is lightly to moderately sweet, lightly to moderately bitter, unclean.

Medium body, watery/oily texture, lively carbonation.

Dirty and overly sweet. Rated in the same session with a swill lager from Nicaragua, and this actually smelled worse.",Ernest
97,Harboe B for Beer,1.0,"Skælskør, Denmark","Can from supermarket in Copenhagen

Clear, bright yellow color. Lasting, white head, poor lacing. Smells like malt, rust, corn and nothing more. Bland and watery. This 'beer' has no redeeming qualities. 
B for buy something else .",maltimore
98,Half Hours on Earth  Autumn Rebellion,1.9,"Seaforth, Ontario","Tasting at Salesforce, canCloudy blond colour. Terrible smell, between artificial spice cake and The Body Shop. Aggressively sour, chaos of perfume and spices.Absolute horror.",fiulijn
