,Beer Names,Rating,Locations,Reviews,Users
10,Elysian Space Dust IPA,5.0,"Seattle, Washington","Imperial ipa de 8,2 % abv pour 16,8 ° plato, et 73 ebu.
Houblonnage en chinook, citra et amarillo, avec dry hopping.
Mon exemplaire avait 7 mois de bouteille, soit l'âge idéal (pour le style).
Couleur orangé abricoté, avec un léger voile.
Bulles fines, partout, à montée lente.
Mousse blanche, soyeuse, stable à 2 mm.
Arômes de lichee, bergamote, carambole, pointe de jasmin.
1ère bouche souple, à la superbe entame maltée et veloutée.
Arrière-bouche à l'amertume fantastique fruits/houblons/résine.
2ème bouche à la grande définition de l'amertume.
Arrière-bouche avec agrumes, fleurs blanches et résine.
Longueur qui travaille l'amertume pour l'accorder en plus à la 
texture qui devient très structurée et ferme.
Jambes à fins flocons, longues.
Levure fine, précise, belle ligne.
Alcool très bien, il travaille l'amertume en connaisseur .. et pour le
dire plus clairement .. en connoisseur !!
Finale qui dit que je serais bien élyséen ...
CONCLUSION : grand travail que cette imperial ipa, trouvée à Lille …
On se demande parfois où va le monde, dans la poussière de l'espace !!",corkyrory66
11,Cascade Sang Royal,4.5,"Portland, Oregon","2016 Edition: Dark fruit, woody oaky, lactic sour aroma and flavors. Deep plum date and raisin aroma and flavor with tannic oaky and a Cabernet like red wine finish.  Sour maybe 5 or 6 of 10. All lactic/acetic.  Complex dark red wine flavors with the dark fruits are great.  Really delicious and complex.",Mep3222
12,Spencer Trappist Ale,4.7,"Spencer, Massachusetts","This one was surprising to me.  It's essentially the perfect sessionable Belgian styled amber ale. Awesome spicy Belgian yeast backed by strong caramel malt is the main flavor and aroma component. A nip of raisin and cotton candy. Lightly sweet, very malty, but well in balance. This would pair with any pub grub. Nice substantial chewy mouthfeel that lightens as it fades. A modern masterpiece from the only Trappist brewery in North America. Impressive.",freekyp
13,Perennial Abraxas,4.5,"St. Louis, Missouri","On tap in Madison, WI

A potent imperial stout proves that it can stand up to any other challenger with a robust rich profile that was well worth the trip to Barley Pop by itself. I'd love to try some of the variants now that I have a baseline to see if they can improve on an already world class release.

AROMA / APPEARANCE
Chocolate, coffee, and oily malts stick in the air with a heavy fog. Beneath come waves of espresso, dark fruits, and strong alcohol that warms the air. A rich oily base blends both melted chocolate and mocha into a dense presence.

FLAVOR / PALATE
Epresso, heavy coffee, chocolate, plum, and an oily essence blend into a deceptively smooth body. The chewy mouthfeel clings to the corners of the palate as layers of warmth build on the palate. The results speak for themselves as this world class imperial stout delivers a product worth traveling or trading for.",Brigadier
14,Northern Monk / By The River Northern Powerhouse Brew Series 2019 007,4.5,"Leeds, West Yorkshire","440ml can brewed in England at 10%. Ultra dark brown, nearly black in the glass. Small, shortish-lasting head, only somewhat off-white. Maple and chocolate syrup aroma. Next to no carbonation. Medium thickness, part of what makes it an Imperial Brown and not a Stout. Initial hop hit (Northern Monk is usually good with this; I wish they'd listed the hops used!) adds a punch and some bitterness (mild, mind) to balance the ensuing sweetness of developing chocolate syrup with a caramel tint and maple syrup that are the main thrusts of this beer. Absolutely delish. In the finish, brown and toasty malts make themselves known alongside a cocoa powder/coffee powder element, rounding things off with a mocha tint. Delightful. Can it beat the legendary Founders' similar offerings? No, but it sure stands alongside them. Superb tipple, for me the star in the 2019 Northern Powerhouse firmament. As a Maple Imperial Brown, it could be called a bit generic - but is that really a negative? I'd say that means this is the one by which the rest of the brews in the style get to define themselves. Good luck tracking one of these down - frankly, it'd be a crying shame if this were merely a one-off. Northern Monk, By The River - give us another one, do!",LagerGuide122
15,Evil Twin Even More Jesus,4.5,"Queens, New York","deep rich stout. not super overwhelming either for 12% rich chocolate darkfruit flavors, a little woody, very thick and oily. just overall tasty stuff.",StoutBeerReviews
16,Lakefront Black Friday (2017),4.8,"Milwaukee, Wisconsin","First of all, boozy af. You can really taste the bourbon. Along with that is vanilla and an earthiness I associate with fresh tobacco. A dark, complex beer that you practically need to chew, the mouthfeel is so thick and smooth, like a Dove bar. One of my absolute favs, though I cant handle more that about 8oz at a time - that ABV is no joke",stilladyj
17,Shock Top Belgian White,5.0,"St. Louis, Missouri",It's good. No unwanted tastes or flavors that I notice. 15 pack for $14.50 before tax.,murphmn
18,Milwaukee's Best Premium,5.0,"Milwaukee                       , Wisconsin",It's cheap ass hell and it does the job. I get mine at speedway for $1.80 That's including tax!!!,torres
19,Upland Paw Paw,5.0,"Bloomington, Indiana","Obtained at States Street Liquor from Redlands, California for $23.99, Pawpaw is a golden sour ale aged on whole pawpaws brewed by Upland Brewing Company from Bloomington, Indiana. 

The air reveals pawpaws, mango, and peach upon the nose. The appearance is a cloudy yellow that pours a fast dissipating white head. The alcohol content is 7.3%.

Pawpaw provides a creamy banana like feel that follows with a light custard touch. Lemon tarts the take and tones the drink. Mango smooths the mouthfeel and assists with the sweet complexion. Peaches are juicy to the body and deepens the juicy comprehension. A hay-like funk is sensible with the lemon and pawpaw blend along with a soft lactic tinge. Oak offers a woodsy hue to the lemony and creamy pawpaw frame.

Pawpaw is a mesmerizing golden sour ale. Pawpaw, lemon, mango, and peach combination colors the fair sour sensation. The pawpaw comes across like guava except with a custard pinch at the end. The lactic feel is barely noticeable until the beer begins to warm. The sour and tart is easy to experience along with the watery aspect of this libation. I loved each drink and impressed by the pawpaw, lemon, and mango composition.

Cheers. Prost. Drink for the love of beer.

For more beer reviews, visit and like my blog “Drink For the Love of Beer.”",dflb
20,Founders Barrel Aged CBS (Canadian Breakfast Stout),4.6,"Grand Rapids, Michigan","750ml bottle from Windsor Hy-Vee, 2017 release, in a Sam Smith pint glass. Deep, rich, complex aromas of nougat, brown sugar, caramel, toffee, malted milk balls and medium-roast coffee with hints of wood smoke and green herbs. Pours inky black with two fingers of creamy chocolate head that laces gorgeously. Sweet and creamy on the entry with a distinctive maple character, turning malty and a bit fruity on the mid-palate with a long, sweet and roasty well-balanced finish, terminating with a flicker of heat as that 11.7% ABV hits bottom. Much more unique and less roast-focused than the original recipe. Ever so slightly sticky-sweet in the back of the throat. Completely satisfying and easy to drink for such a boozy full-bodied brew. Fantastic. Lives up to all the hype in spite of everything. Who doesn't love that? Founders certainly knows something about brewing beer. Thanks a million. Well done!",saltyseadog
21,Boulevard Berry Noir,4.6,"Kansas City, Missouri",Found at El Tap in San Juan. Burgundy in color. Lots of cherry flavor. Intense sour.,riggsfc61
22,Sierra Nevada 40 Hoppy Anniversary Ale,4.5,"Chico, California",Sierra Nebmvada really knows how to celebrate an anniversary. Their 40th IPA is truly a victory of brewing. It's a balanced affair that channels their west coast pedigree while still delivering interest and quality. A solid light malt backbone lifts an impressive resiny piney hop bill that is both familiar and engaging at the same time.  Nice long hoppy finish that still manages to avoid rindiness. Quite clean. Awesome lacing too. This is why they are the west coast kings.,freekyp
23,Prairie / Evil Twin Bible Belt - Barrel Aged,4.5,"Tulsa, Oklahoma","Semmi hab, vöröses árnyalatú fekete szín. Kávés, kakaós, paprikás illat, aszalt gyümölcsös és némi vaníliás beütéssel. Kakaóporos, kávés, aszalt gyümölcsös ízek, vaníliás, paprikás aromákkal, és a whiskey-s hordó enyhe fás fanyarságával. Enyhén édes, testes, jelzés értékű szénsavval, közepes keserűvel. Nehézsúlyú versenyző, tökéletes egyensúllyal. Isteni.
",Fules
24,RipTide Cherry Bomb : Black Cherry Espesso Porter,4.6,"Naples, Florida","Aroma : Massive sweet black cherry hit with some espresso coffee & hint of dark chocolate maltiness.  Taste : Black Cherry sweetness is balanced by bitterness from deep roasted (almost burnt) chocolate malt & espresso coffee. Body is heavy and mouthfeel slightly oily. Absolutley fabulous...not just best beer had in Florida tour (Nov 2018), but one of the best I've ever had!
",FACambridge
25,Weihenstephaner Hefeweissbier,4.5,"Freising, Bavaria","Прекрасная немецкая пшеничка. Нефильтрованное, непастеризованное. Приятный богатый вкус. Рекомендую. Одно из моих фаворитов.",v_douby
26,Schneider Weisse Original,5.0,"Kelheim, Bavaria","Попробовал 12 сортов немецкого пива, бутылки и банки, но это -  однозначно фаворит. Воистину пиво, в  котором всё в меру - и сладость, и кислинка, и горечь. Ничего не убрать, ничего не добавить. Рекомендую всем!",v_douby
27,WeldWerks Peppermint Mocha Achromatic,4.5,"Greeley, Colorado",Black hue with a thin fading dark tan head. Lovely nose of chocolate and peppermint candy and dark roasty malt. Big dark flavor that’s got some bittersweet dark cocoa and peppermint candy and a light espresso undertone. Full lingering chocolaty body.,onceblind
28,Anchor California Lager,4.7,"San Francisco, California","Cerveza de color dorado y fina espuma blanca al servirse. Con un sútil olor a lúpulo y sabor a malta tostada, naranja y frutas. Tiene un final  seco y amargo muy agradable al paladar.",alfonsochinchillarico
29,Brewmaster Jack The Little Brother,4.5,"Northampton, Massachusetts",E and the 102 fever.  This one cools everyone right down.  Soft hop profile which makes this one an easy drinker.,marchbrown
30,Bell's Hop Grandslam,4.6,"Comstock, Michigan",This is a heavy hitter. %10 IPA VERY hoppy but the aroma is the most inviting thing. Taste isn exceptional and almost deceiving for such a high percentage. Notes of eccentric citrus and bitter but not to the point of undrinkable. You really have to take your time with it and allow your pallet to have a break in between sips to really appreciate what it has to offer.,CrowHardly
31,North Brewing Co Big House Waltz,4.6,"Leeds, West Yorkshire","Wow this is damn good. Right away when I opened the can I could smell tropical fruits for days and the taste didn't disappoint neither. Packed with tropical fruits such as mango, papaya, passion fruit and in come the peaches and honey dew melon. This is world class IPA!",FraekkeFyr87
32,Ommegang Hennepin,4.6,"Cooperstown, New York","One of the old guard of American craft brewers, Ommegang's artful delivery of Belgian styles is truly on par with many of the European MVPs that served as their influence. Hennepin is, dare I say, ever but as good, and perhaps better than Saison Du Pont, THE saison. Hennepin's deep golden body floats a thick even bubbled white head that leaves plenty of lacing behind with each swallow. Toasted malt, honey, orange, meadow flower, ginger and white peppercorn dance in a complex melange that shifts and changes with each sip. Mildly sweet as it fades, spicy hops dart in and out, piquing the palate with earthy, herbal goodness. The carbonation is fairly high, but not overdone or brittle. A modern classic.",freekyp
33,Neon Raptor Centaur Army,4.5,"Nottingham, Nottinghamshire","Pure peanut butter aroma, well chocolatey, cocoa, pitch black, sweet chocolate, 20% cocoa, very very nutty, thick, creamy, so smooth, incredibly drinkable, abv feels around 8%, just amazing brew. Tidy bit too sweet, but that's just personal preference.",Trolleo
34,Superstition Black Berry White,4.6,"Prescott, Arizona","Bottle at Levi's mead tasting. Rounding out the set of 4 Berry White meads we sampled. This, like the others, was fantastic. Sweet, honey, tart berry, fruity, hints of chocolate.",BVery
35,Superstition Blue Berry White,4.9,"Prescott, Arizona","Bottle at Levi's mead tasting. This was my favorite of the 4 Berry White's we sampled. Sweet, earthy blueberry, hints of chocolate. Crazy good.",BVery
36,Superstition Straw Berry White,4.9,"Prescott, Arizona","Bottle at Levi's mead tasting. This was unbelievable. Strawberry, honey, sweet, and rich. So good!",BVery
37,Westmalle Tripel,5.0,"Malle, Belgium","I'm not sure how you rate this beer less than 5. I understand tastes vary, but this is defines the style. Perfectly balanced. Delicious.",wallowa
38,North Coast Old Rasputin Russian Imperial Stout,5.0,"Fort Bragg, California","I have been sampling many imperial stouts recently. Rasputin rises to the top. No extra flavorings, and all the better for it. Perfectly balanced and delicious. I know that tastes are personal, but the malt, hop and carbonation balance are perfect, and the alcohol level is high but doesn't totally overwhelm.",wallowa
39,Incendiary DTKS: Blueberry Cherry Cobbler,4.6,"Winston-Salem, North Carolina","Hazy purple pour with a small violet head. Aroma has vanilla and blueberry along with a sweet pastry. Taste is amazing, with blueberry, mild cherry, and a sweet cheese danish pastry. Absolutely delicious. Not overly sweet. Not overly tart. Perfection.
fantastisk frugt dansk øl",HourGlass13
40,Deschutes Fresh Squeezed IPA,5.0,"Bend, Oregon","Great beer.  Drink in super bowl 54. A bit headache, not sure the reason. Hope being well tomorrow.",beer3000
41,Modern Times Wizard Blend,4.5,"San Diego, California","Bottle 2019 vintage from modern times. Tastes of dark chocolate, cinnamon, rum, balsamic vinegar and vanilla. Not had this before and was quite amazed. The blending is on the mark.",cobaink2
42,Beachwood Blendery Dia De Los Mangos,5.0,"Long Beach, California","Attained at Gerrard’s Market from Redlands, California for $14.99, Dia de Los Mangos is a Belgian-style sour ale fermented and aged in oak barrels with mango, tamarind, and chili crafted by Beachwood Blendery from Long Beach, California.

The scent of chilis and mango are noted as you drink. The appearance is a cloudy yellow that pours a fast dissipating white head. The alcohol content is 6.8%.

Ancho chili greets you with a sweet spice on the take. Aleppo chili follows with a cayenne touch. Guajillo chili adds a smoky, berry like hue to the chili feel. Serrano chili provides a sharp earthy spice that deepens as the finish prolongs. Mango fairly sweetens the complexion, smooths the take, and slightly weighs the drink. Yellow chili assists with the sweet mango. A barnyard funk is notable with the juicy mango. Tamarind is vibrant in the earthy spice and lactic finish. Oak is sensible with the aleppo and guajillo chili characters. The chilis are tasted and felt when you licked your chops.

Dia de Los Mangos is a stunning Belgian-style sour ale. The bouquet of ancho, aleppo, yellow, guajillo, and serrano chilis along with tart tamarind and lactic yeast makes this beer a one of a kind. The mango makes this brew drinkable. The aleppo, guajillo, and serrano chilis ravishes the drink yet colorful. Tamarind, mangos, and ancho and yellow chilis provides a wonderful sweet tone. This is a spicy beer, yet it is pleasing for me but I have mention that I like my salsa hot and spicy. I thoroughly enjoyed this craft beer and enamored by the chili profile.

Cheers. Prost. Drink for the love of beer.

For more beer reviews, visit and like my blog “Drink For the Love of Beer.”",dflb
43,Jackie O's / Crooked Stave The Ties That Bind,4.5,"Athens, Ohio","Bottle 0,66L Courtesy of Kita. Clear golden color with thin, fizzy, white head. Aroma of white vine, vinegear, funky wild yeasts  and grapes. Taste is sweet, sour and dry with citrusy and grapes. Finish is slightly tart, but still very nice ballance of everything. Light to medium body, dry texture, lively texture. Excellent birthday gift...",CanCrusher
44,Inbound Fruit Of The Loop: Citrus IPA,4.6,"Minneapolis, Minnesota","Xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxccccxxxcccccxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx

---Rated via Beer Buddy for iPhone",adampsheppard
45,Hidden Cove Thunderclap Double IPA,4.5,"Wells, Maine",Gramp. This is the day.  This is a great Double IPA from Maine with complex taste and awesome finish.,marchbrown
46,Twain's Billiards and Tap The Wooden Depths ,4.8,"Decatur, Georgia","Taps coffee sable with a good tan head. Aroma delivers roast malt, woody, molasses, chocolate, coffee and bourbon tones. Flavor yields roast malt, molasses, bourbon, woody, sweet chocolate, quality coffee and subtle earthy notes for a superb stout. Texture presents firm body, peppy fizz, and a satisfying dark finish. Plumb these depths!",Cybercat
47,Carton 077XX,4.6,"Atlantic Highlands, New Jersey","Draft.  Delightful, satisfying double IPA.  Pours translucent amber.  Solid hoppy aroma and flavor.  Slightly sweet.  Appropriately slightly bitter finish.  No off-flavors.  Hits all the right notes.",retinadoc
48,Oud Beersel Green Walnut,4.6,"Beersel, Belgium","Vintage 2016. Bottle from the VI Warsaw Beer Festiwal almost three years ago. The last bottle on this Festival. Lambic z mocno musujacym efektem, piany jest sporo, nawet wiecej niz wirusow w Chinach, do tego trwala ze monety mozna na niej ukladac. Mocno metne, pod koniec tak metne i brudne ze barwa byla jak capucino z ekspresu. Doskonaly aromat zielonej salaty, rukoli, agrestu i tych kasztanow wlasnie, tak to mi sie kojarzylo z dziecinstwa, gdy chodzilem do szkoly przy drodze roslo drzewo z ktorego spadaly kasztany w zielonej skorce, lekko pekaly, nie wszystkie i kiedy podnioslem i powachalem wlasnie taki zapach czulem. Co do smaku to jest mega kwasno, nawet porzadnie chmielno, (jak na Lambic to zadki przypadek) wytrawne klimaty, zielony kwasny i nie dojrzaly agrest,, biale winogrona i wytrawne biale wino. doskonaly lambic, nieco inny, ale jak ze przez to ciekawy. polecam zwlaszcza do sera Roquefort. po prostu bajka...z kasztanowymi drzewami... Bezcenne chwile.",Grzesiek79
49,Cigar City Marshal Zhukov's Imperial Stout,5.0,"Tampa, Florida","0,65 l bottle from Systembolaget Gothenburg. 0,65 l bottle and 11,8% is big deal. Beer was superb, thanks.",margus7
50,Cloudwater / Track Love In The Dark,4.5,"Manchester, Greater Manchester","440ml can brewed in England at 10%. Slightly ruddy very dark brown pour, practically black in the glass, with a very large yet very swiftly disintegrating head. Very prominent coffee aroma, with lurking sweetness. Thick, slick, smooth and chocolatey-sweet, with next to no carbonation. The fenugreek does indeed lend a herbal-cum-maple syrup effect to the beer as claimed, to go alongside the (lightly supported by hazelnut and vanilla) chocolate syrup. Coffee notes, however, develop primarily in the aftertaste. Absolutely gorgeous Imperial Stout, albeit (and perhaps because of being) totally unchallenging. 10% beer should not be this damn easy to drink! However, although it's powerful and delicious, from a strict artistic standpoint I'd like to see more depth and complexity from a double-digit ABV beer - which might also have served to keep the fenugreek in check; if there's any complaint I have with this it's that it's just a little more 'herbal' than I'd have made it. Still, this rates very, very highly. By far the easiest-drinking Imperial Stout I've tasted - might not bring all the richness and complexity some fans of the style are looking for, however, it's certainly not generic!",LagerGuide122
51,Sierra Nevada 40 Hoppy Anniversary Ale,4.5,"Chico, California","from a 12oz bottle to a Sierra Nevada branded pint glass
Appearance: pours deep golden with a 3/4"" thick perfectly white head with above average retention. this beer has almost 100% clarity. excellent lacing was observed.
Aroma: Yeasty fruity esters, hints of citrus and spice and piney us hops.
Taste: excellent balance of bready, slightly sweet malts and assertive hop bitterness. 
Mouthfeel: Medium-full body. oily, rich texture. subdued astringency and crisp carbonation. Finish is extra smooth with a lingering (and slowly descending) bitterness.
Overall: Sierra Nevada at what they do best! this is a beer from another era. reminds one of those early early IPAs from the 90s. I love it.",Rumbero
52,Lost Abbey Carnevale (2009- ),5.0,"San Marcos, California","Had on draft at Lost Abbey tasting room. Pours cloudy gold with medium/small head.  A bit cool at first, as it warms Bretta aroma  goes from subtle to up front. Light body beer. Flavor is light a little tart, faint hops, with Brett at the finish and aftertaste. Fantastic session beer.",KPD
53,Bell's Vanilla Black Note,4.6,"Comstock, Michigan","12 ounce, bottled 11/19/2019. Deep ebony brew with an enduring film of creamy brown foam. Nose is chocolate, caramel, bread pudding, vanilla and a touch of bourbon. Front flavor start the same, turns to chocolate cookie dough and whiskey in the middle, then finishes with toasted barrel, maple, chocolate torte and coffee. Heavy bodied with smooth, low-medium fizz and a definite sweet slant, but never cloy. Dangerously drinkable dessert beer.",nearbeer
54,Hill Farmstead Beyond Good And Evil,4.5,"Greensboro, Vermont","Bottle: Poured a pitch-black color stout with a large dark brown foamy head with good retention and good lacing. Aroma of intense notes of chocolate mix in with some maple syrup and bourbon with vanilla notes also noticeable. Taste is also a mix of sweet chocolate notes, maple syrup with some woody notes, bourbon and vanilla notes also perceptible. Body is full with nice creamy texture and good carbonation with some light warming alcohol notes. World-class imperial stout from a great brewery.",Boutip
55,Hoppin' Frog TORIS The Tyrant Triple Oatmeal Stout,4.7,"Akron, Ohio","Nera con testa ebano pannosa e persistente. Al naso, cioccolato al latte, caffè, note tostate, prugna, ciliegie, luppolo, spirito.  Al palato c’è il dolce del cioccolato e della melassa, malto, tiramisù, poi arriva il tabacco, legno, liquirizia e le tostature di orzo e caffè a bilanciare la bevuta. 
Retrogusto con scia di cioccolato fondente con leggera nota di vaniglia e generosissimo finale amaricante e resinoso del luppolo. Retrogusto quasi polveroso. Abbraccio etilico non indifferente sempre presente ma non invadente. Corpo enorme, masticabile, vellutato, carbonazione molto bassa. Birra impegnativa, mastodontica, eccessiva ma fatta con cuore e maestria",Guaro
56,Ology Guava Lactose Berliner,4.5,"Tallahassee, Florida","On [email protected] Omnipollo, Hamburg, trüb gelb, hoher feiner Schaum. Guave in die Fresse! Krass intensiver Duft. Auch im Geschmack reife frische Guave. Cremig.fast keine Kohlensäure. Grosse Klasse.",DrNosha
57,Cigar City Marshal Zhukov's Penultimate Push,4.5,"Tampa, Florida","1/2/2020. Bottle shared at the 10k 10+ celebration. #10000. Bought at The Food Emporium, New York. Pours glorious black with with a rich tan head. Aroma of dark chocolate, milky cocoa, toffee, roasted malt, light ash, vanilla and coffee. Moderate sweetness, medium roasted bitterness. Full bodied, slick texture, very soft carbonation. Delicious",Grumbo
58,AleSmith Speedway Stout - Celestial Dawn,5.0,"San Diego, California","Tap at  BSTS.  Almost black color with medium beige head. Aroma of chocolate, nougat, roasted malt. Taste, dark malt, nougat, chocolate, espresso, nuts. Tasty.",Cuso
59,Bruery Terreux S'more BBLs,4.8,"Anaheim, California","Tap a BSTS. Da k brown with medium beige head. Aroma of dark malt, coffee, crackers, vanilla. Taste, coffee, chocolate, marshmallows, vanilla, crackers. Alcohol is dangerously hidden.",Cuso
60,Cycle / Against The Grain DOS of Hazard,4.5,"Saint Petersburg, Florida","Aroma: Dark roasted malt with prunes and port like notes. 
Flavour: Dark roasted malt with dried fruits and burbon. Aftertaste is fruity sweet and a warm alcoholic mouthfeel. 
Colour: Black with a brown head.",ken1
61,North Brewing Co Sea of Kindness,4.5,"Leeds, West Yorkshire","Can at home. The beer poured hazy. It's one hell of a decent session ipa. It was hoppy, fruity and resinous",Beerwithwings
62,Hoppebräu Slyrs Mountain Edition,4.5,"Waakirchen, Bavaria","Sampled @ Braukunst Live 2020. A very dark brown beer with a beige lacing. Aroma of strong dark roasted malt, coffee, bourbon. Taste of sweet and strong dark roasted malt, Bourbon, vanilla. Nice!",Beerhunter111
63,Goose Island Bourbon County Stout - Vanilla Bourbon Barrel,4.8,"Chicago, Illinois","500ml bottle, 2018 vintage. Rich toffee malt aroma with notes of caramel malt, vanilla, chocolate, oak and bourbon. Pours deep brown with a thin mocha brown head that has little retention or lacing. Starts with rich toffee, caramel and chocolate malt flavors as well as having a full body and slick, viscous mouthfeel. Finishes impeccably smooth with wonderful vanilla, bourbon and oak flavors. Fantastically smooth and wonderful variant of the classic stout.",zoucrew102
64,Horny Goat Salted Caramel Brown Ale,4.5,"MIlwaukee, Wisconsin","12 oz. can purchased at Molly's Spirits in Lakeside, CO. Thanks G-unit! Pours a clear dark bronze color with a tight khaki head and great retention. Good lacing. Aroma of caramel and sugar.   The flavor matches the nose.  Very sweet caramel candy syrup flavor mixed with a clean light nutty base beer. Clean and smooth with a slight booze bite in the finish. Excellent dessert beer!",Kleg
65,Lupulin DDH Blissful Ignorance,4.5,"Big Lake, Minnesota","On tap at Stone Arch Craft, Minneapolis Airport on 31-Jan-2020 - small measure, served in a shaker.",R4N5H
66,Gänstaller Bräu Affumicator,4.6,"Hallerndorf, Bavaria","Opaque deepest brown with a moderate off-white head of good retention. Aroma: smoked cheese, caramel, toast, dried fruit, plum marmalade. Medium to full body. Appropriate carbonation. Taste: toasted malts, smoked, dried fruit, chocolate, roast, pleasant hop. Medium bitterness. I expected a lot. In fact:  A masterpiece. I'm shocked.",vinivini
67,Finback Social Fabric,4.5,"Queens, New York","Hazy, fragrant,powerful and delicious. Lemon yellow big hop mealy fuller body and citrus fruit in light honey. Big funk broom straw and ear wax. enough to handle.",BREWMUSKCLES
