,Beer Names,Rating,Locations,Reviews,Users
10,Schneider Weisse Tap 5 Meine Hopfen-Weisse,3.9,"Kelheim, Bavaria","Bottle from my local off license ‘Wine Rack’.
Pours a very hazy amber/orange colour with a large foamy off-white head. Aromas of tropical fruits, citrus fruits, banana, pine, zesty, floral, wheat and grass. Taste is more of the same notes, tropical, citrus, orange, grapefruit, floral, hints of tea with a zesty earthy hop bitterness on the finish. Fair carbonation. Medium bodied with a very slightly oily mouthfeel and a long fruity hop aftertaste. Excellent",edward78
11,Cigar City Marshal Zhukov's Imperial Stout,3.9,"Tampa, Florida","Bottle shared by Anders, thanks. Small fluffy brown head. Complex aroma with piny, roasted malty and hoppy aroma. Sweet malty smooth taste. Firm bitternesd.",TEJA
12,Deschutes Bachelor Bitter,3.5,"Bend, Oregon","Draught. Pours clear amber with a medium, frothy off-white head, medium retention with light lacing. Medium grainy and bready malt, medium earthy hops and hop bitterness, and a dry finish. Medium body and carbonation.",BeerandBlues2
13,Stone Go To IPA,3.6,"Escondido, California","Stone Brewing (Berlin)
Can: 330 ml, at home, from trip to StockholmPrice: 15,9 sek  ~1,51 eur 
neblogai, bet tikėjausi geriau",remALUS
14,Dubuisson Scaldis/Bush Prestige,4.1,"Pipaix, Belgium","Kolor bursztynowy, opalizujący. W płynie widać drożdżowe drobiny. Piana biała, wysoka i trwała. Zbudowana z drobnych pęcherzyków.
W aromacie nuty pieprzowe, estry owocowe sporo słodyczy. Słodowość, miód, syrop owocowy, suszone owoce, beczka i odrobina nut waniliowych.
Smak: syrop owocowy, suszone owoce, słodka słodowość i akcenty przyprawowe z pieprzem na czele. Dalej beczka, mokre drewno, i bardzo delikatnie wanilia. Na finiszu goryczka, pestkowa.
Alkohol idealnie ukryty. Wysycenie wysokie, cały czas buzuje w ustach. Ciało wysokie. Piwo jest nieco szorskie.",PlutonowyMan
15,Fuller's London Porter (Bottle/Keg),3.8,"Chiswick, Greater London","Аромат жжёной карамели
Вкус очень приятный, шоколад - хлебная корка - карамель. Отличный портер.",TheWhaleNorman
16,Funky Buddha No Crusts,2.5,"Oakland Park, Florida","Brown with a foamy head that soon turns whispy. Big medicinal aroma, a cherry/raspberry blend cough syrup. Herbal too though. With a bit of time out of the bottle it really does start to smell like a PB&J. The intense peanuty note is probably the highlight of this brew. Taste is bittersweet, full of earthy peanut shell and sweet artificial cough drop. Body is medium, carbonation moderate, texture watery. Probably the most disappointing tough 50 brew I‘ve tried, at least for such a major style.",hauxe
17,AleSmith Speedway Stout,4.0,"San Diego, California",Strong bold coffee flavor combined with heavy chocolate liquid.  Bitter roasted finish.  The body of the beer is strong and powerful.  The alcohol level is 12%!  Still very well done!,2OLD4BS
18,Lawson's Finest Sip of Sunshine IPA,3.7,"Waitsfield, Vermont","Canned.  Didnt see the pour.  Strong tropical fruit up front, some biscuit and malt.  Hides the ABV well.",Maverick34
19,The Bruery Poterie,4.0,"Placentia, California","[Vintage - 2019]
Aroma: Rich dark fruits, dates, raisins, caramel and bourbon
Appearance: Amber brown with a small short-lasting head
Taste: Moderate sweet and bitter, caramel and dark dried fruits including dates, plums and raisins
Mouthfeel: Oily texture with soft carbonation
Overall: Impressive complex taste :)",IPAMaestro32
20,Time and Tide The Kraken Coffee Stout ,2.7,"Worth, Kent",På GBBF Winter 2020 i Birmingham. Delt med Rune. Svart. Middels høyt tett skum med litt farge. Kaffearoma. Smaken mere kaffe. Resten er bare kaffe. Med litt godvilje dukket det opp hint av sjokolade etter hvert.,Finn
21,Sierra Nevada / Bitburger Oktoberfest (2019),3.0,"Chico, California","Tap at BKL2020, slightly aged sample. Dark Amber, golden cream, light oxidized grainy, medium light metal, oxide, grain finish.",jonas
22,Arbor / Mezzo Passo Basta Rosse,3.1,"Bristol, Gloucestershire","Drank as real cask ale at GBBF winter. It’s super cloudy, oxidized, a bit harsh.",bdleedahl
23,Firestone Walker Easy Jack,3.4,"Paso Robles, California","Tap @Yard Bar Bangkok. Golden colour not completely clear, high whitehead. Aroma of tropical fruits and some floral. Taste yeasty, apricot, passionfruit, soft piney finish. Mouthfeel is yeasty tecture to me. Light body.",WareHavUBean
24,Thornbridge Lukas,2.5,"Bakewell, Derbyshire","Light lemon colour with white head, typical lager profile with some minor spice on the nose. A crisp lager that’s easy to drink, not a fan of the herbal/spice thing through the palate",thespiros
25,Weltenburger Kloster Barock Dunkel,3.8,"Kelheim, Bavaria","# 1169; 8/2018. Výborně pojatej tmavej ležák. Bez náznaku zbytečný sladkosti, pěkně nahořklej, praženej, čokoládovej. Moc povedený.",kolemkoukolem
26,Oskar Blues Dale's Pale Ale,3.7,"Longmont, Colorado","Can bought at BCL in June 2019, $3.60 CAD.
Attack: crisp creamy bite
Mids: sweet light bready-grainy barley malt, lvl5-sweetness, light metallic hops
Finish: subtle bitter hops
Overall: excellent balanced sweet barley malts, very nice mouthfeel, smooth drinking.",sulawang
27,Moonlight Lunatic Lager,3.6,"Santa Rosa, California","Poured from a 16 oz can. 
Aroma is malt forward with lots of grain, cracker, biscuit and toasted bread notes. Light herbal, spicy hop notes with hints of floral character. 
Pours a slightly hazy, brilliant gold color with a large, thick, frothy, white head that recedes slowly to a small film that lingers a bit on the edges. Moderately high lacing and no legs. 
Flavor is somewhat sweet with moderately strong grain notes of bread, cracker, and biscuit. Moderately strong bitterness with medium light hop notes of woody, herbal and spicy notes with faint floral character and a hint of fruit esters. 
Mouthfeel is light bodied with medium carbonation. Low astringency and low alcohol warmth. 
Overall, a pretty enjoyable lager. Nice malt notes with assertive bitterness and hop notes. Hop notes and bitterness are not too strong though and malt is still center stage.",ineedbeer
28,Firestone Walker 14,3.4,"Paso Robles, California","Poured from 12 oz. bottle. 

Clear, bright yellow with a 2-finger near white head and good lacing. 

Aroma of white grapes, a strange citrus-like aroma I don’t recognize and exotic tropical fruit. 

Taste follows the nose closely.  

Medium body and medium carbonation. 

This has a distinctive hopping that is nothing like anything I’ve experienced before. I welcome the addition to the brewmaster’s pallet, but I find this beer is a little too grapey for my taste.",MadRobin
29,Logsdon Peche 'n Brett,4.0,"Hood River, Oregon","500ml bottle at home via VA.  Hazy golden orange with a lasting white head and good lacing.  Funky peach, apricot, earth, yeast, mild vinegar and brett.  Medium carb and body, creamy champagne texture.  Lingering funky finish.  Delicious.",Bacchus66
30,Firestone Walker 19 (XIX Nineteenth Anniversary Ale),4.0,"Paso Robles, California","I guess I forgot to score this. Couldn't make up my mind what to drink and figured this wasn't getting any better. Deep mahogany color with a mall tan head. Aroma of dark sugars, caramel, wood, oak, vanilla, light chocolate. Full bodied, warming, no oxidation even after 4+ years, great sipper.",ABUSEDGOAT
31,The Ale Apothecary Sahati,3.7,"Bend, Oregon","Bottle. Pours lightly hazy reddish orange and nearly still. Moderate tart and acidic citrus, medium earthy rosemary, vinous red grapes, earthy, and a dry finish. Medium body and nearly still.",BeerandBlues2
32,The Ale Apothecary Sahalie,3.7,"Bend, Oregon","Draught. Pours hazy orange with a small, frothy white head, short retention. Medium tart and acidic citrus, white grapes and vinous, medium bread malt, and a dry finish. Medium body and light carbonation.",BeerandBlues2
33,Surly Barrel Aged Darkness (2016 - ),4.0,"Minneapolis, Minnesota","On tap at Champps in Brookfield. 2017 version! Very dark brown pour. Aroma hits with barrel & dark fruits. Taste has barrel, dark fruits, sweet malts. Medium to full bodied, a bit of a surprise for a Darkness brew, the blend is good, and there is a solid alcohol presence. Finishes sweetly with barrel. The barrel is nice. This overall is a bit disappointing add expecting more Darkness body to stand-up more with the barrel. 15",AWISLguy
34,The Ale Apothecary La Tache,3.8,"Bend, Oregon","Draught. Pours hazy orange with a medium, frothy off-white head, short retention leaving a cordon. Moderate tart and acidic citrus, white grapes, oak, light bread malt, and a dry finish. Medium body and moderate carbonation.",BeerandBlues2
35,Beachwood Amalgamator,3.9,"Long Beach, California","Can from Bine & Vine. Pours clear brassy gold with a large foamy white head. Aroma of citrus, a little tropical, and mildly roasty malt support. Med plus body. Flavor is dankish citrus/pine, mildly roasty malt and notes of tropicals. Gets a bit resinish. Pretty dry. Grapefruit zest notes. Very hoppy. Strongly bitter. Excellent.",bhensonb
36,Bell's Porter,4.2,"Comstock, Michigan","12 oz. bottle.  Pours black with a khaki head.  Smells of aggressive grassy hops and strong roasted malt.  Tastes of roasted malt, chocolate, coffee bitterness immediately, slight malty sweetness, and some grassy and spicy hop bitterness.  Medium body and remarkably drinkable.  This is wonderful.",ctipping
37,Evil Twin I Always Felt Closer to IPAs Than I Did to People (9%),3.9,"Queens, New York","Hazy golden color; Medium slightly creamy body; Aroma of slight sweet malt, floral/pine hops, tropical fruit, some grass, & citrus; Flavor of malt, some yeast, caramel, pine hops, tropical fruit, and juicy citrus; Finish is dry & fairly bitter; Nicely balanced; Really nice.",Niko100
38,Founders KBS (Kentucky Breakfast Stout),4.4,"Grand Rapids, Michigan","Copenhagen 26/12 2018. 35,5 cl bottle from Voldby Købmandsgård Webshop. This is the 2016 release with an ABV of 11,9. The Classic label with the tagline “Is good for everything a flavoured stout ought to be good for”.

Pours opaque dark brown with small beige head. Settles as thin, transparent layer of foam unable to cover the surface of the beer. 

Aroma is very intensive, sweet with a nice boozy backbone. Sweet chocolate and caramel. Like coming into a candystore offer9ng Classic chocolates. Shoe cream, vanilla, coffee. Powerful alcohol lurking in the background. 

Low carbonation. Thick, oily and creamy texture. Have to work a bit to get it out of the glass. 

Flavor is heavy sweet. Followed by more moderate bitterness. Aftertaste is long and sweet with a spicy undercurrent. Lingers for a long sweet while. 

This is a very nice, very sweet and very strong Imperial Stout. A metal in it-selskab - but I would not dare to drink it for Breakfast.",DraftDodger
39,Westmalle Tripel,3.9,"Malle, Belgium","Had poured from bomber-size bottle. Sparkling amber-gold with a fizzy white head.  Smells of fruit - plum/peach. Taste is sweet, mildly bitter - fruity nuance a little boozy, a bit tart but not sour.",odinstyr
40,AleSmith Speedway Stout,3.9,"San Diego, California","Copenhagen 14/10-2015. 50 cl from draft at Søernes Ølbar. 

Pours dark brown - almost black with small light beige head. 

Aroma is of chocolate and coffee. 

Soft carbonation and creamy palate. 

Taste is very well balanced between sweetness which is not too sugary and rich coffee bitterness. You can sense the quite prominent intensity from the alcohol. 

A very nice imperial stout you are forced to enjoy at a thoughtful pace.",DraftDodger
41,Magic Rock Un-Human Cannonball,3.9,"Huddersfield, West Yorkshire","Color naranja oscuro, turbia, translúcida. Espuma blanca de un dedo de espesor y corta retención. Aroma intenso a fruta de hueso muy madura, melocotón sobre todo, caramelo y ligera miel. Sabor a melocotón, licor, resina y leve pomelo, final medio largo ligeramente dulce y de intenso amargor resinoso y cítrico, alcohol presente aunque no molesto, por lo menos no demasiado. Textura semioleosa. Carbonatación baja.",ricardostercios
42,De Dolle Lichtervelds Blond,4.0,"Diksmuide, Belgium","Bottle from Belgiuminabox.
Pours a hazy golden/amber colour with a huge white throthy head. Aromas of stoney fruits, apricots, peaches, tangerine, tropical fruits, apple pie, bread, jam, a little honey and sugar. Taste has the same but slightly milder notes than the aroma with added grass, spice, orange and lemon zest with a hoppy bitterness on the finish. Fair carbonation on the palate with a medium bodied mouthfeel and a fairly long zesty, hoppy and fruity aftertaste. Really nice",edward78
43,The Kernel Export India Porter,3.6,"Bermondsey, Greater London","No sweetness left, dry as fuck, but clean and crisp and well made with a great roast profile. Tilt birmingham",bdleedahl
44,Schneider Weisse Tap 4 Meine Festweisse,3.7,"Kelheim, Bavaria","# 1153; 7/2018. Hodně drsně chmelené pšeničné pivo, silné bylinné tóny, citrusová kůra, banány. Osobité, ale velmi dobré.",kolemkoukolem
45,Weltenburger Kloster Asam Bock,4.0,"Kelheim, Bavaria","# 1152; 7/2018. Chuťove velmi bohaté pivo. Silně pražené s lehce nakyslým ocáskem, který mi připomněl darjeelingy. Kávové, sušené ovoce. Parádní dlouhé doznívání.",kolemkoukolem
46,Samuel Adams Utopias,2.0,"Boston, Massachusetts","Mildly syrupy, but not overly sweet. Woody and raisiny, if that’s a real word. Not your “traditional beer” taste. Sold by the ounce at Boxelder in Miami. Very interesting to try, worth trying, but personally wouldn’t try it again, not my style.",tryeverything
47,Toppling Goliath Pseudo Sue,3.9,"Decorah, Iowa",Canned from penn.  Didn't see the pour. Hints of grapefruit and cereal. Very fine.,Maverick34
48,Allagash Pick Your Own,3.8,"Portland, Maine","375 ml bottle

An excellent gem from the East Coast shows that Allagash is still on top of their game when it comes to balancing tartness with depth. It might not be my favorite release yet just thinking about it makes me wish that I had a glass to sip right now.

AROMA / APPEARANCE
Vinegary plums, raspberry, and a sharp abrasive profile gnaw at the nose. The vanilla head rests over a bed of caramel as the lean base swirls freely around the glass.

FLAVOR / PALATE
Cherry and Sour Patch Kids imbued with raspberry cling to the senses as the vinegar works it way into every corner of the throat. A rich finish of freshly picked strawberries polish off an excellent experience. I would happily drink this again if I came across a tap line.",Brigadier
49,Fuller's London Pride (Cask),3.2,"Chiswick, Greater London","Tastes a little oxidized from the old joint and stock pub in Birmingham. Otherwise, it’s a completely awesome chewy full bodied beer that is so elegent",bdleedahl
50,Ayinger Celebrator Doppelbock,4.2,"Aying, Bavaria","0,33 l Flasche, mit Bock- Anhänger. Dunkelbraunes Bier, stabiler, hellbrauner Schaum, tolle Gardine. Riecht intensiv malzig, Karamell, leichte Röstaromen, Kaffee. Der Geschenk bestätigt den Geruch, weiterhin sehr intensiv. Sehr voll im Geschmack, leicht ölig, prickelt auf der Zunge.",ischas
51,North Brewing Co / De Molen XXXK Mild,3.8,"Leeds, West Yorkshire","27/IX/19 - on cask @ Borefts Day 1, BB: n/a - (2019-1575) Thanks to the international RateBeer Crew for sharing today's beers!

Clear amber beer, big solid beige creamy head, stable, adhesive, leaving some lacing in the glass. Aroma: sweet, caramel, very malty, grains, hay, sweetish, dried fruits. MF: soft to no carbon, medium to light body. Taste: malty, caramel, bitter hops, bit of dried fruits, soft roast. Aftertaste: bitter and dry, hoppy finish.",tderoeck
52,Fuller's ESB (Pasteurised),2.3,"Chiswick, Greater London","The bottle I have states 5,9% ABV, not 5,5% as for the other ESB, so I post my rating here.

Amber and clear with a thin head.
Smell of roasted malts. Bitter at the attack, later the malty component develops. Weak bodied and low carbonation.",ophone
53,Salopian Kashmir,3.2,"Hadnall, Shropshire",På GBBF Winter 2020 i Birmingham. Delt med Rune. Gylden. Luftig filmskum. Ferskenaroma. Myk munnfølelse. Smaken ananas. Tørr sitruspreget avslutning.,Finn
54,Schanzenbräu Kehlengold,3.8,"Nürnberg, Bavaria","Bottle @ Hopfen und Malz, Berlin. Pours amber copper with a small creamy white head. Nutty and caramelly with a good grassy and floral hop appearance. Its crisp and dry with a fairly dry bitter finish. Soft mouthfeel. Excellent",Dedollewaitor
55,Weihenstephaner Hefeweissbier,4.0,"Freising, Bavaria",Flaska från Systembolaget. Gyllengul grumlig vätska med tjock vitt skum. Tydliga aromer av gräs och örter och frukter. Skumbananen finns också där. Brödig i smaken och örtighet återkommer. Lätt syrligt avslut. Bra munfyllnad och angenäm eftersmak.,Peter_L
56,Schneider Weisse Tap 4 Meine Festweisse,3.7,"Kelheim, Bavaria","Flaska från Systembolaget. Gyllengul grumlig vätska med fingertjockt smutsvitt skum. Örtig, gräsig och sädig doft. Grisig och örtig smak med avslutande skumbanan, som toppas med en liten syrlighet.",Peter_L
57,Andechser Weissbier Dunkel,3.9,"Andechs, Bavaria","caramel and banana. Balanced with the roasty almond oats that are present. just a tad thick, but a good amount of carbonation to counter act it.  I like this quite a bit.",StoutBeerReviews
58,Evil Twin Even More Jesus,4.5,"Queens, New York","deep rich stout. not super overwhelming either for 12% rich chocolate darkfruit flavors, a little woody, very thick and oily. just overall tasty stuff.",StoutBeerReviews
59,Lagunitas A Little Sumpin' Sumpin' Ale ,3.3,"Petaluma, California","330mml. bottle. @""Canil"", Lisboa (Portugal). 25/01/2020. 
[#3.232 Global - #419 United States - #2 Lagunitas]
Clear amber colour with a medium white head. Aroma is caramellized malts, soft dried fruits and bread. Taste is medium fruity and hoppy. Medium bodied. Medium carbonation.
Next one please!",Taboada
60,Westmalle Dubbel,4.4,"Malle, Belgium","J'avais une certaine appréhension en decapsulant cette Westmalle double tant la triple est pour moi un graal absolu et tant le style des doubles est un style compliqué. J'aurais donc mis un temps certain avant de franchir le pas. Et oui, donc le style n'est pas évident pour aboutir à des bières exceptionnelles, mais cette Westmalle double est très agréable, sous couvert d'un excellent équilibre et pêche finalement d'un manque de pep's et de caractère que l'on retrouve sur la triple. Quelque peu douceâtre, cette double a du mal nous amener vers des envolées lyriques. On u retrouve cependant tout le savoir-faire des bières trappistes. Belle prestation en verre avec un brun soutenu et une mousse brune crémeuse et généreuse. Le nez est doux, sur le chocolat, la noisette, le caramel, la banane avec heureusement quelques épices (coriandre et girofle) qui viennent réveiller le tout. L'attaque présente une fraiche amertume sur une base douce reprenant le cocktail découvert au nez. Mes arômes y sont cependant pleins. La deuxième bouche est dans la lignée avec un alcool à 7% d'une bonne efficacité, même si un 8% pourrait ne pas faire de mal pour donner un peu plus de pep's. L’arrière-bouche, sur une amertume fraîche est un brin astringent. Belle corpulence, doublée d'une bonne longueur avec un final tout en douceur. Un manque d'envolée lyrique qui nous empêche une parfaite élévation spirituelle, mais une double bien faîte et agréable.",jybi
61,Sierra Nevada / Bitburger Oktoberfest (2019),3.6,"Chico, California",31-01-20 // taster at Braukunst Live! Caramel bready malty body with a moderate sweetness. Mild soft hop aromas in the back. A good Märzen.,rhoihessegold
62,Toppling Goliath Pseudo Sue,3.9,"Decorah, Iowa","Beautifully fresh (2 month for an American beer in HK is a luxury), it's even better than I remembered. Although they write APA, this is rather a NEIPA, pours hazy orange, soapy head, not much of lacing. Nose of tropical fruits, grapefruit and grass. Tastes bitter, minor malts are overwhelmed by fresh fruity Citra hops. Smooth and highly pleasant, ale.",colui72
63,Ayinger Urweisse,3.7,"Aying, Bavaria","Hazy light amber appearance with a beige head. Aroma of toasted malt, bread, fruity esters, mild herbs and light banana. Similar flavor, malty and yeasty sweetness with mild fruit and a light spicy bitterness. Medium body with a soft feel and smooth finish.",ajnepple
64,Sierra Nevada 40 Hoppy Anniversary Ale,4.1,"Chico, California","12 oz. bottle from a six-pack brought back from Raley's in Chico, CA.  The aroma is distinctly SN with a clear airiness and a touch of toasted malt with a very light salty top note.   The smell really reminded me of another SN beer which I tried to figure out and I think it's Flipside or Ruthless Rye.  Beautiful crystal clear golden yellow topped with a very fine-bubbled white head.  Lots of hop bitterness right up front in the taste, but not a heavy, cloying bitterness.   Some earthy and citrus pith in the main taste and a more biting dry leaf bitterness on the tongue.  Really interesting mix of hops here.  This is all balanced by a signature caramel sweetness that really ties the taste together and makes this an easy drinking and refreshing beer.  Medium-bodied and slightly creamy.  Finishes with a lasting tongue coating bitterness and toasted malt aftertaste.  Excellent recipe for an anniversary brew.  Happy 40th, Sierra Nevada!",J_man
65,Lost Abbey Red Poppy Ale,2.3,"San Marcos, California","Cocoa-colored with tan head that doesn't stick around.  Carbonation produces foamy head which lingers.  Vinous, lactic aroma.  Extremely sour to the point it's difficult to taste anything.  Very dry finish with vinous aftertaste.  Feel like I need to drink something between sips to rehydrate my mouth.  I want to like this given the other positive reviews, but I'm just not seeing it.  Overall: too sour, too little going on, and I'm not convinced the cherries or poppies are doing anything.",frozencemetery
66,Cigar City Caffè Americano Double Stout (Bourbon Barrel-Aged),4.0,"Tampa, Florida","Bottle shared at bowling opaque black with moderate tan head. Nose bourbon, coffee, mineral chocolate. Taste coffee, molasses, almost maple, mineral chocolate. Light bourbon.",drsordr
67,Fremont Dark Star,4.4,"Seattle, Washington",Wow. Great oatmeal stout. Strong roasted malt aroma. Perfect dark and foreboding color. Flavors were full with a silky body.,kevinator
68,Toppling Goliath Pompeii IPA,3.9,"Decorah, Iowa","16 oz. can shared by drsordr. Pours a hazy golden color with a medium plus sized off white head. The aroma and flavor have pale malts, lightly toasted, mild sweetness, citrus and earthy hops, grass, some onion character but this is a well put together beer, I am always cautious with 100% Mosaic hopped beers but this was very good.",alexsdad06
69,Toppling Goliath Pompeii IPA,4.1,"Decorah, Iowa","Can from JPs shared with alexsdad06 pour lightly hazy light gold with moderate white head. Nose grassy, resin, light onion, some sweet malt. Taste similar to nose, big grass, light earthy. Some balancing sweetness.",drsordr
70,Toppling Goliath King Sue,4.1,"Decorah, Iowa","Draft at beer culture on 45th. Cloudyish pour. Citrus, hops, honestly maybe the best neipa on history. Balanced like it's walking a tightrope.",Maverick34
71,Westmalle Dubbel,4.0,"Malle, Belgium","Pours very dark ruby brown with big foamy head. Aroma is surprisingly close to weissbier with banana and cloves, burnt sugar, wood, dark dried berries. Flavor is sweet and mellow, full body but not too heavy with pleasant texture, hidden but a bit noticeable alcohol, malty and a bit fruity (dark overripe fruits).",Navers
72,Founders Barrel Aged CBS (Canadian Breakfast Stout),4.6,"Grand Rapids, Michigan","750ml bottle from Windsor Hy-Vee, 2017 release, in a Sam Smith pint glass. Deep, rich, complex aromas of nougat, brown sugar, caramel, toffee, malted milk balls and medium-roast coffee with hints of wood smoke and green herbs. Pours inky black with two fingers of creamy chocolate head that laces gorgeously. Sweet and creamy on the entry with a distinctive maple character, turning malty and a bit fruity on the mid-palate with a long, sweet and roasty well-balanced finish, terminating with a flicker of heat as that 11.7% ABV hits bottom. Much more unique and less roast-focused than the original recipe. Ever so slightly sticky-sweet in the back of the throat. Completely satisfying and easy to drink for such a boozy full-bodied brew. Fantastic. Lives up to all the hype in spite of everything. Who doesn't love that? Founders certainly knows something about brewing beer. Thanks a million. Well done!",saltyseadog
73,Hoppin' Frog Barrel Aged DORIS The Destroyer,4.0,"Akron, Ohio","A 22 fl. oz. bomber with no clear bottled on or best before date. Poured into a snifter glass. It was dark brown to black in colour with a very thin brown head that disappeared almost immediately and left only sparse lacing. Aromas of whiskey, roasty, chocolate, with hints of oak, molasses and vanilla. Tastes of sweet bourbon whiskey, roasty, chocolate, molasses, and oak, with notes of vanilla and caramel and maybe even some char. Medium to full bodied with soft carbonation. Overall, although perhaps a little sweet for me, the roast and chocolate did mostly balance it out for me, and it was still an enjoyable sipper.",davidezdonz
74,Boulevard Berry Noir,4.6,"Kansas City, Missouri",Found at El Tap in San Juan. Burgundy in color. Lots of cherry flavor. Intense sour.,riggsfc61
75,North Coast Old Rasputin Russian Imperial Stout,3.8,"Fort Bragg, California","Almost black with low head. Aroma with coffee and chocolate. Some dried fruit in the taste, together with chocolate. Stored several years in the cellar and still fresh taste.",7stern
76,Sierra Nevada 40 Hoppy Anniversary Ale,3.8,"Chico, California","Old school Sierra bitter hip juice. On tap at p house. Hazy orange golden with small to medium head. Nice lace. Grapefruit, pine, and orange rind. Nice",PhillyCraft
77,Unibroue Trois Pistoles,4.3,"Chambly, Quebec","Belle bière noire avec une mousse beige à très fines bulles bien engageante. Nez : malts, fruits noirs, caramel, porto. Bouche vive, crémeuse, ronde et onctueuse avec candi, pruneau, mélasse, chocolat, épices, petite acidité. Carbonatation moyenne et finale un peu sirupeuse, amère et épicée. Je lui mettrais bien 5 Pistoles à cette quadruple dégustée dans mon verre de chez ""La Trappe"" !!",ardeo
78,Anchor Our Special Ale (2005 and later),3.6,"San Francisco, California","mørk brun, treaktig, tørket frukt, krydret..................................",metalspice
79,Dubuisson Scaldis/Bush (Prestige) de Nuits ,4.3,"Pipaix, Belgium","Kolor ciemno bursztynowy, może nawet bordowy, opalizujący. Piana barwy ecru, wysoka, o średnim czasie redukcji.
Aromat słodki i wytrawny zarazem, są ciemne suszone owoce, śliwy, figi, daktyle, są rodzynki. Dalej słodka słodowość, ciemny chleb. Po delikatnym ogrzaniu pojawiają się akcenty winne, winogrona, czerwone owoce.
Smak idzie w kierunku winnego, jest lekko kwaskowy, wytrawny, są czerwone owoce, winogrona, wiśnie. Słodowość jest nieco wycofana, choć dalej czuć ciemne owoce. Ponownie ciemne pieczywo, pumpernikiel, trochę akcentów ziemistych.
Alkohol tylko na początku delikatnie rozgrzewał. Wysycenie średnie. Sporo ciała. Piwo jest bardzo gładkie, miękkie.",PlutonowyMan
80,Sierra Nevada 40 Hoppy Anniversary Ale,4.5,"Chico, California",Sierra Nebmvada really knows how to celebrate an anniversary. Their 40th IPA is truly a victory of brewing. It's a balanced affair that channels their west coast pedigree while still delivering interest and quality. A solid light malt backbone lifts an impressive resiny piney hop bill that is both familiar and engaging at the same time.  Nice long hoppy finish that still manages to avoid rindiness. Quite clean. Awesome lacing too. This is why they are the west coast kings.,freekyp
